Profile Output Table - Standard Table 1
HEC-RAS  Plan: Plan 02   River: 1   Reach: 1 - Error Loading Profile Table. Too many rows for this table, reduce the number of reaches or profiles requested.
 1                443330.*         06MAY2011 1200    32228.05 
 1                443330.*         07MAY2011 0000    32812.82 
 1                443330.*         07MAY2011 1200    33550.08 
 1                443330.*         08MAY2011 0000    34356.01 
 1                443330.*         08MAY2011 1200    35355.14 
 1                443330.*         09MAY2011 0000    36453.44 
 1                443330.*         09MAY2011 1200    37240.90 
 1                443330.*         10MAY2011 0000    37890.91 
 1                443330.*         10MAY2011 1200    38461.21 
 1                443330.*         11MAY2011 0000    38994.99 
 1                443330.*         11MAY2011 1200    39484.36 
 1                443330.*         12MAY2011 0000    39961.33 
 1                443330.*         12MAY2011 1200    40400.80 
 1                443330.*         13MAY2011 0000    40819.92 
 1                443330.*         13MAY2011 1200    40981.47 
 1                443330.*         14MAY2011 0000    41021.20 
 1                443330.*         14MAY2011 1200    40609.67 
 1                443330.*         15MAY2011 0000    40040.59 
 1                443330.*         15MAY2011 1200    39377.55 
 1                443330.*         16MAY2011 0000    38658.84 
 1                443330.*         16MAY2011 1200    38485.34 
 1                443330.*         17MAY2011 0000    38510.43 
 1                443330.*         17MAY2011 1200    38605.04 
 1                443330.*         18MAY2011 0000    38731.73 
 1                443330.*         18MAY2011 1200    39363.05 
 1                443330.*         19MAY2011 0000    40216.18 
 1                443330.*         19MAY2011 1200    40529.88 
 1                443330.*         20MAY2011 0000    40610.41 
 1                443330.*         20MAY2011 1200    40662.79 
 1                443330.*         21MAY2011 0000    40708.16 
 1                443330.*         21MAY2011 1200    40687.51 
 1                443330.*         22MAY2011 0000    40633.48 
 1                443330.*         22MAY2011 1200    40467.95 
 1                443330.*         23MAY2011 0000    40251.86 
 1                443330.*         23MAY2011 1200    40157.34 
 1                443330.*         24MAY2011 0000    40107.05 
 1                443330.*         24MAY2011 1200    40090.31 
 1                443330.*         25MAY2011 0000    40090.37 
 1                443330.*         25MAY2011 1200    40120.75 
 1                443330.*         26MAY2011 0000    40158.61 
 1                443330.*         26MAY2011 1200    40172.74 
 1                443330.*         27MAY2011 0000    40190.16 
 1                443330.*         27MAY2011 1200    40207.29 
 1                443330.*         28MAY2011 0000    40224.62 
 1                443330.*         28MAY2011 1200    39981.09 
 1                443330.*         29MAY2011 0000    39613.00 
 1                443330.*         29MAY2011 1200    39401.56 
 1                443330.*         30MAY2011 0000    39265.16 
 1                443330.*         30MAY2011 1200    39133.66 
 1                443330.*         31MAY2011 0000    39005.38 
 1                443330.*         31MAY2011 1200    38921.93 
 1                443330.*         01JUN2011 0000    38851.20 
 1                443330.*         01JUN2011 1200    38775.90 
 1                443330.*         02JUN2011 0000    38700.38 
 1                443330.*         02JUN2011 1200    38625.99 
 1                443330.*         03JUN2011 0000    38551.89 
 1                443330.*         03JUN2011 1200    38355.45 
 1                443330.*         04JUN2011 0000    38106.35 
 1                443330.*         04JUN2011 1200    37913.51 
 1                443330.*         05JUN2011 0000    37744.77 
 1                443330.*         05JUN2011 1200    37430.43 
 1                443330.*         06JUN2011 0000    37045.71 
 1                443330.*         06JUN2011 1200    36720.52 
 1                443330.*         07JUN2011 0000    36422.52 
 1                443330.*         07JUN2011 1200    36063.40 
 1                443330.*         08JUN2011 0000    35681.24 
 1                443330.*         08JUN2011 1200    35388.64 
 1                443330.*         09JUN2011 0000    35136.16 
 1                443330.*         09JUN2011 1200    34822.55 
 1                443330.*         10JUN2011 0000    34485.08 
 1                443330.*         10JUN2011 1200    34142.47 
 1                443330.*         11JUN2011 0000    33795.62 
 1                443330.*         11JUN2011 1200    33284.87 
 1                443330.*         12JUN2011 0000    32702.62 
 1                443330.*         12JUN2011 1200    32054.81 
 1                443330.*         13JUN2011 0000    31377.13 
 1                443330.*         13JUN2011 1200    30927.55 
 1                443330.*         14JUN2011 0000    30572.17 
 1                443330.*         14JUN2011 1200    30182.76 
 1                443330.*         15JUN2011 0000    29779.70 
 1                443330.*         15JUN2011 1200    29556.64 
 1                443330.*         16JUN2011 0000    29418.88 
 1                443330.*         16JUN2011 1200    28891.99 
 1                443330.*         17JUN2011 0000    28190.35 
 1                443330.*         17JUN2011 1200    27703.84 
 1                443330.*         18JUN2011 0000    27308.30 
 1                443330.*         18JUN2011 1200    26894.74 
 1                443330.*         19JUN2011 0000    26485.30 
 1                443330.*         19JUN2011 1200    26073.42 
 1                443330.*         20JUN2011 0000    25658.92 
 1                443330.*         20JUN2011 1200    25272.61 
 1                443330.*         21JUN2011 0000    24898.06 
 1                443330.*         21JUN2011 1200    24343.44 
 1                443330.*         22JUN2011 0000    23704.44 
 1                443330.*         22JUN2011 1200    23171.47 
 1                443330.*         23JUN2011 0000    22687.39 
 1                443330.*         23JUN2011 1200    22249.29 
 1                443330.*         24JUN2011 0000    21832.25 
 1                443330.*         24JUN2011 1200    21435.17 
 1                443330.*         25JUN2011 0000    21048.39 
 1                443330.*         25JUN2011 1200    20657.60 
 1                443330.*         26JUN2011 0000    20265.29 
 1                443330.*         26JUN2011 1200    19857.73 
 1                443330.*         27JUN2011 0000    19443.00 
 1                443330.*         27JUN2011 1200    19176.43 
 1                443330.*         28JUN2011 0000    18986.27 
 1                443330.*         28JUN2011 1200    18768.40 
 1                443330.*         29JUN2011 0000    18535.75 
 1                443330.*         29JUN2011 1200    18630.54 
 1                443330.*         30JUN2011 0000    18902.86 
 1                443330.*         30JUN2011 1200    18960.20 
 1                443330.*         01JUL2011 0000    18898.36 
 1                443330.*         01JUL2011 1200    18859.69 
 1                443330.*         02JUL2011 0000    18836.84 
 1                443330.*         02JUL2011 1200    18780.95 
 1                443330.*         03JUL2011 0000    18706.42 
 1                443330.*         03JUL2011 1200    18645.52 
 1                443330.*         04JUL2011 0000    18592.76 
 1                443330.*         04JUL2011 1200    18564.14 
 1                443330.*         05JUL2011 0000    18549.31 
 1                443330.*         05JUL2011 1200    18775.32 
